judul_translate,narasi_translate,label
Video Di india Lockdown buntutnya Rusuh,Di india Lockdown buntutnya Rusuh KARENA Beroperasi sosial TIDAK Siap,1
Novel Terbitan 1981 INI Sudah Prediksi Kemunculan Corona di Wuhan,"Sebuah karya sastra novel Sudah memprediksi adanya Serangan virus corona di Wuhan PADA 2020. Novel ITU berjudul “The Eyes of Darkness”. Ditulis Dean Koontz.
 Novel Yang Diterbitkan pada 1981 ITU, also PERNAH Diterbitkan The New York Times. Penulisnya, Penulis termasuk best seller. PADA Halaman 181 Novel ITU, Sudah disebutkan TENTANG kemunculan senuah virus Dari Wuhan. Dalam Novel ITU, virus tersebut TIDAK dinamakan korona. Melainkan Wuhan-400. Dibuat Ilmuwan Cina Bernama Li Chen.",1
Minum Banyak Air Dan Berkumur DENGAN Air Hangat & Garam ATAU Cuka DAPAT Menghilangkan Virus Corona Saat di Tenggorokan,"Virus corona SEBELUM mencapai paru-paru besarbesaran Tetap di tenggorokan selama empat dalam hari Dan PADA sebelumnya Saat ini orangutan Mulai batuk Dan sakit tenggorokan. JIKA dia air minum Banyak udara Dan berkumur DENGAN Air Hangat & garam ATAU Cuka menghilangkan virus. Sebarkan information Suami KARENA Andari DAPAT menyelamatkan Seseorang DENGAN information Suami,",1
cuma pengen viralin biar dikasih Efek Jera,"tolong bantu viralin !! kasian Korban cuma biasa diem doang Yaallah😭😭 gatau Penyanyi Dimana Makanya bantu viralin ..
 ga lebayang rasa sakit yg dia tahan, tiap hari Harus MASUK sekolah mau ga mau dia Harus sekolah karna kalo ga sekolah Pasti ortunya marah dibilang jantan .. pdhal dia gamau sekolah karna dia tau disekolah dia dipukulin sama temen2 nya Dan ga Satu orangutan tp ramean. .",1
"Pengalaman Mendikbud, Kata Nadiem Makarim, Mematahkan Mitos NEM, IPK Dan Peringkat Minat","Pengalaman Hidup Saya also menunjukkan seperti ITU
 Pengalaman Mendikbud
 Kata Nadiem Makarim
 Mematahkan Mitos NEM,
 IPK Dan Peringkat Minat ...
 Ada 3 Hal Ternyata TIDAK Terlalu berpengaruh Terhadap * Kesuksesan * Yaitu:
 1. NEM
 2. IPK
 3. Peringkat Minat",1
Video Terjadi Bunuh Diri Di Podomoro City Deli Taman Medan,"Terjadi Bunuh Diri Di Podomoro City Deli Taman Medan
 -
 Medan, InfoEsia.com - Baru Beberapa Hari Penghasilan kena pajak Pembukaan, Sudah Ada Makan Satu Korban Bunuh Diri Di Podomoro Deli Kota Medan, Sumatera Utara",1
Jangan pijak kecoa sampai mati KARENA isi Perut kecoa Sangat Bahaya,"Bila Andari Melihat hal kecoa di kediaman ATAU Dimana-mana, elakkan Dari memukulnya sampai mati DENGAN serbi kosong kerana isi Perut Kecoa Sangat Bahaya. Suami kerana, di hearts Perut Kecoa Terdapat cacing halus / Lembut Yang akan Hidup walaupun PENGOPERASIAN Tubuh Kecoa. Bila cacing Suami Sudah berada di Luar Dari Tubuh Kecoa (Perut), besarbesaran akan Bergerak untuk review Mencari Tempat baru. Jadi AWAS ya.",1
"Hati-Hati JIKA Ketemu Anak Kecil Menangis di Jalan, Modus baru penjahat untuk review MERAMPOK, MEMPERKOSA & Menculik","Hoaks lama Yang sebelumnya Sudah diklarifikasi. Biro Multimedia Divisi Humas Mabes Polri menyatakan TIDAK PERNAH mengeluarkan imbauan Berlangganan modus baru tersebut. Meski imbauan ITU Palsu, Andari Tetap Perlu Waspada DENGAN different modus baru kejahatan. JIKA menemukan Anak Menangis Sendirian di Tempat Gelap Dan sepi, Memang ADA baiknya mampir Ke kantor ATAU pos Polisi terdekat.",1
Kabar Pembukaan Showroom Esemka Di Boyolali,"Esemka Resmi Membuka Showroom Yang berada PADA Kompleks Pabrik Esemka Boyolali. Bagi Wartawan, Netizen, Dan Seluruh society Indonesia, HARAP Antri hearts Pemesanan mobil Idaman PADA esok hari",1
Umat ​​Islam Selandia Baru Membakar Gereja,"bahwa dikabarkan Umat Islam Selandia Baru Membakar Gereja St.John di Selandia Baru.

Membalas Kejadian penembakan Umat muslim di Mesjid Selandia Baru ....",1
Rumah Neno Warisman Dikepung Preman,"SAAT INI, HARI INI, MARI PARA Pendukung PAS DAN BUNDA Neno MERAPAT KE RUMAH BUNDA Neno Warisman DI GRIYA TUGU ASRI CIMANGGIS KRN RUMAH beliau DIKEPUNG OLEH PREMAN BAYARAN",1
Mahasiswa Desak Parpol Bersatu Lengserkan Jokowi!,“Mahasiswa Desak Parpol Bersatu Lengserkan Jokowi! Parpol Banci! ...”,1
diteriakkan nama di Prabowo,Kok Yang diteriakkan nama di Prabowo ?? !!!,0
Gambar hasil temuan suntingan di berita Sandiaga Tak Yakin Indonesia Raih Juara di Asian Games 2018,JANGAN PILIH ORANG PESIMIS INI MENJADI SEORANG Pemimpin,1
Anies Baswedan Ditolak Sebagai Penceramah Tarawih di Masjid Istiqlal,Media Beberapa berani Sempat memberitakan Gubernur DKI Jakarta Anies Baswedan ditolak Menjadi penceramah Tarawih Oleh pengurus Masjid Istiqlal.,1
Mencari Google Artikel Air Mata PM Kanada Menyambut Pengungsi Dari Suriah | Dengan Air mata PM Kanada Menyambut Pengungsi dari Suriah,"Mencari Google Artikel udara mata pm Kanada menyambut pengungsi Dari Suriah. Dia mengirim Pesawat Ke Suriah untuk review membawa orang-orangutan Suriah. Dia Berkata ditunjukan kepada mereka “ini Adalah rumah Anda”. 25000 pengungsi Suriah Telah Dibawa Ke Kanada Sampai Sekarang. Mereka SEMUA Telah diberi Status ‘Penduduk permanen Kanada’.
 Dia Adalah kebanggan dunia!
 Dia Adalah pahlawan gede sebelumnya Saat ini.",0
Pesan Berantai UNTUK SEGERA HUBUNGI SEKDA CILACAP,"Slmt pagi, KMI dri kantor BUPATI cilacap a / n bayu Prahara Bagian Pembangunan, kepala KB WIJAYA KUSUMA 04 di Minta hub pak sekda farid mahrud di no 0816735174 skrng Penting",1
Orang Penyanyi Telah meludahi al_Quran Dan Mengencingi al_Quran,"#naudzubillah mindzalik ..
Orang Penyanyi Telah meludahi al_Qur'an Dan Mengencingi al_Qur'an ..
Dan Inilah Azab Dari allah s.w.t
.tolong bagikan Dan Jangan Sampai Berhenti di postingan Andari, Biar orang yg Suka menghina al_Qur'an tauu kalo Azab allah s.w.t Itu Nyata!",1
"Besok, Mesin Sensor Milik Kemkominfo Mulai Berburu",Kementerian Komunikasi dan Informatika (Kemkominfo) bakal Mulai Aktif Memburu Konten negatif di dunia maya.,0
BMKG TANGGAPI Ramalan Gempa DAN TSUNAMI AKHIR TAHUN DI NTB,"Deputi Bidang Geofisika BMKG, Dr. Muhamad Sayangnya, M.Eng: “Hal ITU KARENA cakupan Dampak Bencana Yang disebutkan Sangat Luas Dan Sulit diterima hearts concept ilmu kegempaan (seismologi), Hingga sebelumnya Saat ini, Belum ada Teknologi Yang DAPAT memprediksi gempa bumi DENGAN Tepat (Kapan, di mana, Dan berapa kekuatannya)",1
Marsekal TNI Hadi Tjahjanto Alumni SEBA POLRI,"Satu Lagi Leting kitd putra Terbaik bangsa..alumni SEBA POLRI SINGARAJA (SEBA5) 1986/1987 Pleton Saya Jadi Calon Panglima TNI.BRAVO SEBA V SINGARAJA.baru Setahun telkom di res sumba ntt, Lulus AKABRI AU",1
Mengenai Pemerintah Cabut Sertifikasi Halal Dari MUI,"Kemarin di whatsapp bubu Yulia Zenith Bardan, menanyakan apakah gambar dibawah ini Benar adanya.
Catatan:
Gambar asli TIDAK ADA Tulisan: Hati2 Provokasi !!!”.
Tulisan ini Saya Jumlah Harga: Tambahkan differences Saran Dari Teman yg berkomentar agar TIDAK Bias. (Terima kasih utk sarannya ya?)
Dan hati Saya sediiiiihhhh ....
Kenapa?
KARENA Terbukti di kedua Sisi Memang ADA Niat provokasi ....",1
"Partikel Panci ALUMUNIUM, BISA TERSERAP PADA MAKANAN",Suka sedih Saja kalau lihat Teman-teman memasak pakai Piranti Yang TIDAK sehat. Murah Bukan Satu-Satunya Alasan kitd Membeli alat-alat inisial. Mari SIMAK Dan pelajari agar kitd LEBIH PAHAM memilih-milih Bagi Keluarga kitd.” Begitu kalimat Pembuka Pesan hoax tersebut,1
Jual Beli Properti Harus Tercatat hearts SPT Pemilik ATAU Telah Dilaporkan hearts Amnesty Pajak,"TELITI SEBELUM MEMBELI
 Teman-teman, Sekarang Sudah Berlaku Peraturan baru.
 Kalau mau jual rumah, tanah, Ruko dsb haruslah aset tersebut tercatat hearts SPT Pemilik ATAU Telah dilaporkan hearts Pajak Amnesty.
 Kalau harta tsb TIDAK tercantum hearts SPT atau Pajak Amnesty Maka Pajak PPh & BPHTB tidak bisa di Validasi, Berarti Transaksi jual-beli TIDAK can dilakukan alias Batal.",1
Video GEDUNG MOONTON KEBARAKAN !!! MOBILE LEGEND Ditutup SEMENTARA,Tadi Malam Tak Bisa ponsel online legenda Pantasan gedung nya Terbakar,1
Modus Kejahatan Menguras Rekening Bank through Penukaran SIM Card Ponsel,"Modus kejahatan kian Berkembang. era Di Saat digital Penyanyi, ADA modus kejahatan terbaru Yaitu pembobolan Rekening memanfaatkan nomor ponsel DENGAN Cara mengganti Kartu SIM asli Ke Operator PROVIDER LAYANAN Selular Berlangganan. Modus Penyanyi disebut DENGAN SIM Swap, Yaitu pengambilalihan nomor ponsel Seseorang sebagai sarana bagi pelaku kejahatan unt",0
Blackberry Messanger Bebas Kuota,Blackberry Messanger Bebas Kuota,1
4 Mahasiswa Hanya Butuh 36 Jam Atasi Hoax di Facebook,"Sebenarnya, sesusah APA memberantas berita hoax tersebut?
 Agaknya empat dalam mahasiswa Yang Program mengikuti hackaton di Princeton University, AS, menganggapnya Relatif Mudah. Mereka cuma butuh Waktu 36 jam untuk review menggodok Sebuah Proyek Bernama “FIB: berhenti hidup kebohongan”.",0
Sultan Erdogan memanggul keranda Muhammad Ali,"“Sultan Erdogan Turut memanggul Jenazah Muhammad Ali, petinju legendaris muslim AS. Sosok petinju Yang konsisten mendukung Palestina Melawan agresor yahudi.",1
"Tangkapan Layar Artikel Demokrat: Habib Rizieq ADA di Arab, kenapa tak dirikan khilafah di sana? Beraninya Cuma di Indonesia Saja, Dasar Provokator","Demokrat: Habib Rizieq ADA di Arab, kenapa tak dirikan khilafah di sana? Beraninya Cuma di Indonesia Saja, Dasar Provokator",1
"Foto Penipuan para Medis, termasuk alat tes Suhu di Kening, ITU alat sinar Leser tes Suhu Kabel demi Proyek covit","Penipuan para Medis .. Hati-hati .. Termasuk alat tes Suhu di Kening, ITU alat sinar Leser tes Suhu Kabel .. Demi Proyek covit mereka rela mengorbankan rakyat Indonesia ..”",1
Kuota 100GB Gratis Dari Pemerintah Selama Pandemi Covid-19,Kuota 100GB Gratis Dari Pemerintah Selama Pandemi Covid-19,1
"3 hari kedepan Arus angin Dari Utara Ke Arah, Selatan yg membawa wabah akan melewati Indonesia Menuju Australia","Bhw 3 hari kedepan diusahakan Seluruh ANGGOTA Keluarga masing2 di Rmh ... utk tdk Keluar rmh, Walau Hanya utk berjemur, klu tdk sgt Terpaksa .. Krn dlm 3 hari kedepan Arus angin Dari Utara Ke Arah, Selatan yg membawa wabah (penyakit) akan melewati Indonesia Menuju Australia ..",1
Merokok Menghadang Virus Corona MASUK Ke Paru-Paru,"Bahwa Kandungan nikotin Rokok menempel di paru-paru Yang Dimana, virus Yang MASUK Ke paru-paru lewat Udara DAPAT terhalang KARENA adanya nikotin Rokok tersebut, Makanya sebelumnya Saat ini virus wabah corona Yang Menyerang Ke negara-gatra gede kebanyakan orangutan Yang virus terdampak tersebut Dan Meninggal Dunia di karenakan TIDAK ADA nikotin Yang menyelimuti paru-paru mereka, Walau pun kitd industri tahu nikotin tersebut also merusak paru-paru tetapi hearts Jangka Waktu lama Dan Panjang, virus sedangkan corona Penyanyi merusak paru-paru kitd hearts Hanya beberapa hari Saja, Jadi pernyataan merokok Suami Sudah di Angkat di Mesir Dan Sekarang Penduduk Mesir Sudah melakukan prakteknya virus corona Dan di Mesir Sudah bisa di tanggulangi KARENA mereka merokok Sesuai anjuran Dr. Prof. Ali Bolgana Seorang Dr. Yang Ahli hearts mencegah kerusakan paru-paru.",1
update status WNA Yang Meninggal di Atas motor Positif COVID-19,"Warga gatra Asing (WNA) Yang Meninggal di differences bermotor di Jalan Imam Bojol, Denpasar, Bali, Ternyata positif terjangkit virus Corona ATAU COVID-19.",0
Pesan Berantai BUBARNYA AGAMA Oleh. Ahmad Mustofa Bisri,"BUBARNYA AGAMA
 Makkah sepi
 Madinah Sunyi
 Kakbah dipagari
 Masjid tutup
 Jamaah Bubar
 Jumat Batal
 Umrah di halte
 Haji Tak Pasti
 Lafadz adzan Berubah
 dihindari Salaman
 
 Corona Datang
 SeolAh-olah membawa Pesan
 Ritual ITU Rapuh!",1
Warga Israel Ikut Gugat Anies Baswedan Akibat Banjir,"Pemilik Mobil Yang Terseret Banjir di Kota Ashkelon Israel, MASUK Ke Dalam Penggugat Anies",1
Video Penyiksaan Oleh Komunis Terhadap muslim Uighur,Komunis bangzadddd,1
Minuman Probiotik DAPAT Membantu sembuhkan Kanker,FAKTA MENGEJUTKAN !!! Apakah Andari Sering Minum Yakult INI? Kalo Iya Berarti Andari Wajib Baca INI .. Dan Lihat Fakta No.9 SEBELUM Terlambat,1
"udara diguyur, Bagian Dari Islamophobi","Penyanyi Kejadian di India Dimana muslimah yg memakai jilbab diguyur udara, Bagian Dari Islamophobi.",1
Berhubung kagak pake Jilbab ... Sumpahnya pake Papan penggilesan aje ...,Berhubung kaga pake Jilbab ... Sumpahnye pake Papan penggilesan aje ...,1
#BOS Media melarang Reporternya meliput Aksi sosial.Aksi Peduli Bencana yg di lakukan FPI Dan PKS,“#BOS Media melarang Reporternya meliput Aksi sosial.Aksi Peduli Bencana yg di lakukan FPI Dan PKS .. Perlu Andari tau Kami TIDAK butuh liputan anda..Kami TIDAK butuh sanjungan Andari. Kami FPI Dan PKS Hanya Butuh Ridho Dari Allah swt ... kalimat tauhid harga mati”,1
Hancur Kota ya sengsara Warga ya,"Hancur Kota ya ... sengsara Warga ya
 @ Cagubnyinyir2 @ kangdin223
 @YRadianto @Mey_MeynieJT",1
"Pemilu Di Australia Pendukung 02 TIDAK Boleh MASUK, Alasan Waktu Sudah Habis",Pemilu di australia Pendukung 02 tdk boleh MASUK ... Alasan Waktu Sudah Habis ....,1
Foto di Posting PRABOWO SANDI dinanti DUNIA!,PRABOWO SANDI dinanti DUNIA!,1
DENGAN bangganya MEREKA BERANI MEMAKAI SERAGAM militernya,DENGAN bangganya MEREKA BERANI MEMAKAI SERAGAM militernya DI INDONESIA ??? ....,1
Prabowo Gunakan Kacamata Google Glass untuk review Contek jawaban Anda di Debat Pilpres Kedua,"Tercyduk Prabowo using kacamata Canggih Google Glass terbaru yg can nyontek jawaban Anda. Perhatikan serbi Dan tatapan matanya. TAPI sayang hearts kacamata Canggih tersebut TIDAK dilengkapi dg kaca dikurangi sehingga MEMBUAT Prabowo kesulitan Melihat hal Dan membaca jawabannya. Jadi ngawur dah jawabannya,",1
Santriwati ponpes Al-Fattah Temboro Dukung Prabowo - Sandi,"Heboh !!! Parah !!! Gawat !!!
Santriwati Dari ponpes Al-Fattah, desa Temboro, kec. Karas, Magetan, Jatim ..
* Semua dukung Prabowo - Sandi.
KARENA Prabowo - Sandi ga PERNAH Punya Rencana untuk review Menutup pesantren Dan menghilangkan Pelajaran agama Dari sekolah.
Allahu akbar !!!!",1
"Muncul Pesan Berantai AKAN Terjadi PERANG SUSULAN AMBON VS LSM MERAH PUTIH, parties Kepolisian NYATAKAN Kondisi LAPANGAN kondusif","Kabid Humas Polda Metro Jaya, Kombes Pol Argo Yuwono: “Hoaks ITU. TIDAK ADA Perang ATAU tawuran Seperti Yang disebutkan di Pesan Berantai ITU,”",0
RATU ELIZABETH II Meninggal DUNIA,"Kematian

5 Januari 2019

Ratu Inggris",1
Revisi deskripsi foto di berita Tempo Rumah Tahan Gempa Rp 15 Juta Mulai Berdiri di Lombok Utara,Tempo Bertahan DENGAN berita hoax untuk review menyanjung junjungannya ..,0
Rencana E-Voting PADA Pileg Dan Pilpres 2019,KAMI MENOLAK RENCANA E-VOTING PADA Pileg DAN PILPRES 2019,1
"Dituduh Punya Hubungan Spesial Mencari Google Artikel Ahok, Grace Natalie Beri Klarifikasi","Fitnah INI MENGGELIKAN, TAPI TIDAK BISA didiamkan
Hhhhhhh .... Susah Sekali Untuk Perempuan berkarya hearts Dunia politik Dan Mencoba melakukan gebrakan di Ruang public ..
Selama Sehari terakhir di Saya kebanjiran Pesan Dari kolega. Mereka bertanya-tanya TENTANG APA Yang mereka Lihat di social media.
Yang Pertama, mereka Melihat hal kolase foto-foto Saya. Masalahnya di ANTARA
 foto-foto ITU, ADA foto ‘Saya’ Yang pahanya Ke mana-mana ATAU Yang
mengenakan baju DENGAN belahan dada Sangat randah. Nama penyebarnya Prof
 tjohkohwie. Saya also Dikirim kolase foto ITU
Waduuuh badan Saya gak sebagus ITU also kali 😃 Lagipula ITU editan also memprihatinkan .. kepala sama badan gak nempel kayak naga terbang di sinetron! Hehe.
Belum selesai ITU, ADA Lagi Sebuah tweet yang Dari akun Hulk. Suami LEBIH seram
 Lagi. Dalam tweet yang ITU Saya digambarkan Punya Hubungan Cinta DENGAN
Ahok, Sampai ke Tempat Tidur.
Bahkan, kata si Hulk Suami, Saya diperkenalkan ditunjukan kepada 9 naga Oleh Ahok.
Sehingga akhirnya 9 Naga menggelontorkan dana buat PSI. Di Ujung menciak,
menulis dia: Info Hari. Waduh, kalau Penyanyi valid, ya PSI Sudah kaya raya
dong.
Penyanyi orangutan kok imajinasinya Tanpa Batas. Mesum pula!
Rasanya, kali Penyanyi kelakuan ini tidak bisa dibiarkan. Saya
laporkan Ke Polisi Saja ya? Apa Pendapat bro Dan sis SEMUA?",0
Postingan Seorang PNS Kementerian Agama Yang Menyebut Korban Bom Surabaya DENGAN Istilah Ekor,"Baru berapa Ekor Yg Mati Sdh Kalang Kabut Tak Terkira ...
 Bgamna Dgn RIBUAN sodara Kami Yg Dibunuh Di Surya, Palestina, Rohingnya, Afganistan, Irak, Poso, Ambon, Dll ...
 Hadeeeeehhh gitu Aja koq Panik ....",1
Video Lumpur di Bekasi Mirip Mencari Google Artikel KASUS Lumpur Lapindo,Kejadian Aneh Terjadi di Daerah Bekasi Ada Semburan Lumpur Tanah Coklat mirip semburan Lapindo,1
Polres Banjarbaru Bantah Melakukan Pemeriksaan Dan Pengamanan Terhadap Pedagang pentol Berbahan Daging Kucing,"Berita palsu. TIDAK ADA mengamankan apalagi melakukan Pemeriksaan. Diharapkan tidak ditunjukan kepada 'masyarakat Banjarbaru Yang bijak hearts menyikapi kabar, cek ricek agar Benar faktanya. Bijaklah hearts using social media. Kami anti Hoaks",0
Polling Untuk Membangun KUIL ATAU MASJID di Atas Tapak Masjid Babri Yang diruntuhkan | Polling untuk Membangun Temple atau Masjid di atas Masjid Babri dihancurkan,Palsu situs UP pemerintah berjalan jajak pendapat pada Ram Temple,1
: Teman Ahok: Kami Siap Bunuh Diri JIKA Pak Ahox Kalah Dalam Pilkada 2017,TEMAN Ahok: KAMI SIAP Bunuh Diri JIKA PAK Ahok Kalah DALAM PILKADA 2017”,1
Hoax Untuk Memuji Jokowi Akan Dibiarkan Saja Terkait Pemberitaan Jokowi Pemimpin Terbaik Dari Media Bloomberg,Hoax Untuk Memuji Jokowi akan Dibiarkan Saja Terkait Pemberitaan ‘Jokowi Pemimpin Terbaik’ Dari Media Bloomberg,0
Jutaan BURUNG KERUMUNI PANTAI DI DUBAI,"Bismillah ...
 Jutaan burung Suami Tiba-Tiba Saja berkumpul memenuhi Pantai di Dubai (Uni Emirat Arab) bbrapa hari inisial. Hewan-Hewan biasanya Keluar Dari habitatnya hearts keadaan Bahaya, harimau semisal, monyet, kijang Dan Penghuni hutan Lain Yang Keluar gunung Sesaat SEBELUM gunung Meletus. Burung, Dari laut?",1
Logo HUT Kemerdekaan RI ke-75 Mengandung Simbol Seperti Tanda Salib,"Tim kreator Logo HUT RI Cebong kristus, uang gatra diembat, Makna HUT RI dikacaukan dg logo Salib",1
Putri Vladimir Putin Meninggal Penghasilan kena pajak Dosis Kedua Vaksin COVID,"putri Vladimir Putin menderita efek samping tak terduga untuk vaksin COVID eksperimental Rusia, dan telah meninggal di Moskow. Kremlin belum membuat pernyataan pada kematiannya. Sebuah sumber dalam lingkaran dalam Rusia menyatakan bahwa putri Putin - Katerina Tikhonova - mengalami kenaikan suhu tak lama setelah injeksi kedua, dan kemudian mengalami kejang. Dokter tidak dapat membalikkan efek samping dari vaksin, dan dia dinyatakan meninggal kemarin malam.",1
Foto Ternyata tik tok si empunya PKI,"Ternyata tik tok si empunya PKI.
 Tanpa kitd sadari yg Sering tik Tokan menyumbang dana Untuk Anak cucu PKI
 Naudzubillah",1
"angka kesembuhan 99,9% untuk Covid dan vaksin dengan 80% merugikan tingkat efek","angka kesembuhan 99,9% untuk Covid dan vaksin dengan 80% merugikan tingkat efek",1
"MAFINDO Jombang: Fakta Bicara Sakit, TAPI Takut Ke Layanan Kesehatan? Takut kena COVID-19?",SIMAK DI:,0
"Baru Tiga Bulan Menikah, Istri Ceraikan Suami Gara-gara Dukung Jokowi","Baru Tiga Bulan Menikah, Istri Ceraikan Suami Gara-gara Dukung Jokowi",1
dua matahari disebut Hunters Moon,Keajaiban telah terjadi kemarin. Amerika Serikat dan Kanada melihat dua matahari. Hal ini disebut sebagai Hunters Moon .. Karena untuk mengubah orbit matahari terbenam dan bulan naik pada saat ame dengan kedua makhluk berlawanan satu sama lain pada sudut tertentu atau bulan gelar mencerminkan matahari begitu terang bahwa hampir rasanya seperti matahari lain. Efek menginap selama beberapa hari,1
Tidur sehabis Menangis Tanpa Cuci Muka DAPAT sebabkan Mata Bintitan,"orang Jangan Pernah nangis Langsung Tidur Tanpa cuci muka, yang berarti, aku nangis sampe Bengkak trus aku Langsung Tidur Besok pagi nya Mataku kaya Muncul Bentolan saya pikir “ah bintitan” akhirnya ak beli salep bintitan Sekitar 3 Kempes ga hari”Malah Tambah gede. Akhirnya, aku Ke Dokter mata. Dan Langsung dibilang Harus Operasi Sekarang also. akhirnya aku dioperasi Jadi di hearts Kelopak aku isinya nanah Banyak KARENA Bakteri menyebar.",1
Foto Dua NYONYA BESAR Dari klan cendana mengawal aksi demo nenolak RUU HIP,#BadutanPolitik Episode: Donatur ngak MAU Rugi Dua NYONYA BESAR Dari klan cendana tertangkap kamera mengawal aksi demo nenolak RUU HIP,1
Video Tanah abang Penuh bray,"Tanah abang Penuh bray. ,, Dan anehnya gabener dgn ponggahnya Minta Daerah Lain belajar Dari Penanganan Covid-19 di Jabodetabek yg bener aja mosok gabener Harus ditiru",1
Foto Satu-Satunya orangutan Yang diizinkan Duduk di Kabah sebelumnya Saat ini Adalah tukang Bersih-Bersih,"SATU-Satunya ORANG YANG DIIZINKAN DUDUK DI Ka'bah SAAT INI !! Dia Adalah TUKANG BERSIH-BERSIH. raja Bukan, Menteri Bukan, Bukan pula pangeran, Bukan pula ulama.
 Allah Ternyata LEBIH memilih dia dibanding yang lain. Uang, Kekayaan, status, pangkat, Dan Keluarga TIDAK ada apa-apanya di hadapan Allah. Maka, singkirkanlah rasa Bangga Yang Berlebihan DENGAN ITU SEMUA, Dan mulailah perlakukan mereka Yang Kurang Beruntung DENGAN rasa Hormat Dan saling menghargai. Buanglah jauh-JAUH kesombongan Andari, Dan mulailah belajar Menjadi Seseorang Yang randah hati.",1
Italia menangkap Dokter untuk sengaja membunuh lebih dari 3.000 pasien coronavirus,Seorang dokter Italia di tengah perjuangan negara terhadap coronavirus telah dituduh melakukan pembunuhan setelah pihak berwenang menemukan bahwa dia bertanggung jawab untuk lebih dari 3.000 kematian terkait coronavirus.,1
Pelintiran Konteks Foto Tri Rismaharini,"Hai syantique, Saran Sekedar, disinfeksinya pake mobil aja, tongkat perinya disimpen dulu.
 
 Jangan marah ya, jaga kesehatan, Jangan capek2.",1
Video Penyanyi di PGC Evakuasi Pasien COVID 19,"Ya Allah Penyanyi di PGC Evakuasi Pasien COVID 19.mana Deket banget Lagi jarak pagar dari Rumah.
 Apakah itu also mau Pergi kemana2 nya.",1
Sertifikasi Halal mau di Hapus di RUU Sapu Jagat,"Penolakan RUU Sapu Jagat Untuk Jokowi
 Kalau Sertifikasi Halal mau di Hapus di RUU Sapu Jagat, sdgkn Indonesia Mayoritas Islam, Umat Islam Jgn Diam!
 Negara jelas2 Intoleran KPD kepentingan Umat Islam, RI Bukan Neg Komunis!",1
ditemukan mayat Anak SDN Pademangan Barat 11 di Kemayoran,"Telah ditemukan mayat Seorang Anak SDN Pademangan Barat 11 Kelas Satu PADA Pukul 22.00 di Kemayoran ,,, dgn Kondisi Yang mengenaskan Yaitu ANGGOTA organ Tubuh Bagian dalamnya Telah diambil Dan dijual Oleh Pelaku Untuk Para Rekan guru untuk review LEBIH Waspada Terhadap anak anak didiknya,",1
Lingkaran Merah Di Tabung Gas Elpiji 3 kg Adalah Penanda Kebocoran,"Fungsi Lingkaran Merah PADA Tabung Gas.Mungkin Andari mengira Lingkaran merah Yang Terdapat di Tengah tabung LPG ITU Hanya Variasi warna Saja ATAU desain warna tabung Saja. JIKA dugaan kamu seperti ITU jawaban Anda Wanita shalat gede! Lingkaran merah ITU memiliki fungsi fungsi Yang Penting Bagi pengguna LPG, Lingkaran merah ITU berfungsi untuk review rambu rambu menandakan ledakan .. Bagai mana Cara kerjanya? SIMAK Penjelasan berikut",1
Telapak Tangan pendemo Melepuh Akibat Gas Air Mata,"Telapak Tangan shalat Satu pendemo melepuh Akibat memegang gelembung gas udara mata / Beracun SEBELUM di lemparkan Kembali Ke Arah, Polisi yg menembakannya.",1
BEM Unindra Bantah MENERIMA Dana untuk review Mengikuti Aksi Unjuk Rasa di Depan Gedung DPR,"Saya akan menuntut Beroperasi hukum media Media Yang mempublikasikan berita hoaks tersebut,",1
Demonstrasi Mahasiswa TIDAK diliput Televisi KARENA Sudah Dikuasai PKI,Tau gak Kalian ... kenapa demo mahasiswa TIDAK ditayang ditivi ... Karna Televisi Indonesia Sudah dikuasai Cina Komunis / PKI,1
Foto Banser Tiba Di Papua,"Alhamdulillah..menjawab SEMUA Tuntutan akhirnya Banser Telah Tiba di papua ..
 Pesan moral yang Dari gambar Suami Adalah:
 Siap mati hearts keadaan kenyang",1
"Muncul Isu Waduk Jatigede Jebol, Kapolsek Dan BBWS Nyatakan TIDAK Benar","Kapolsek Jatigede, AKP Dadang Rostia: “Berdasarkan information Yang didapat di Lapangan Dari Yayat Dan Irin, karyawan Sinohydro, bahwa Sumber udara Yang diduga Dari rembesan Bendungan Jatigede ITU TIDAK ADA alias bohong",1
babi jelmaan,"Tolong foto sebarkan Penyanyi ... org Penyanyi udah menghina Nabi kitd SEMUA ... Yang islam Bilang ## amin * Supaya di beri Azab Oleh # Allah.SWT.AMINN ... ..
 ORANG BEGO MENGHINA NABI MUHAMMAD SAW",1
PENEMUAN Jenazah DALAM MOBIL DI WILAYAH PURWOKERTO,Mbl PARKIR di alfa mart purwokerto orgnya di dlm mobil Meninggal kehabisan oksigen.platnya mbl bekasi kota mungkin ada yg kenal.Mohon Bantuan nya teman2 yg tau Keluarga nya tlg cpt di hub.,1
Dinas Ppapp DKI Batalkan Rapat Yang Undang Muslimah HTI,"HTI Dilarang DKI ini mengundang:
Inilah Bentuk pembangkangan Pemerintah Daerah kpd Pemerintah Pusat. Entah sengaja ATAU TIDAK. Dinas Pemberdayaan Perempuan Dan pemprov DKI Benar-Benar Tak Berdaya Oleh pengaruh HTI. Organisasi Penyanyi Telah Dilarang di Banyak Negara Islam, also Dilarang di Indonesia. Bener-bener gabener nih !,",1
